route,suite,item_id,correct
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0073,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0074,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0075,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0076,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0077,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0078,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0079,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0080,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0081,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0082,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0083,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0084,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0085,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0086,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0087,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0088,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0089,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0090,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0091,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0092,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0093,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0094,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0095,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0096,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0097,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0098,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0099,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0100,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0101,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0102,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0103,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0104,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0105,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0106,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0107,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0108,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0109,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0110,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0111,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0112,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0113,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0114,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0115,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0116,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0117,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0118,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0119,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0120,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0121,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0122,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0123,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0124,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0125,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0126,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0127,false
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0128,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0129,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0130,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0131,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0132,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0133,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0134,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0135,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0136,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0137,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0138,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0139,true
openai-codex/gpt-5.6-terra,eval-math-v2,math2-0140,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0001,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0002,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0003,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0004,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0005,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0006,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0007,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0008,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0009,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0010,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0011,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0012,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0013,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0014,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0015,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0016,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0017,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0018,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0019,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0020,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0021,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0022,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0023,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0024,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0025,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0026,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0027,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0028,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0029,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0030,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0031,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0032,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0033,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0034,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0035,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0036,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0037,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0038,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0039,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0040,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0041,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0042,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0043,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0044,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0045,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0046,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0047,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0048,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0049,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0050,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0051,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0052,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0053,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0054,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0055,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0056,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0057,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0058,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0059,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0060,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0061,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0062,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0063,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0064,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0065,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0066,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0067,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0068,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0069,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0070,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0071,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0072,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0073,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0074,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0075,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0076,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0077,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0078,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0079,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0080,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0081,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0082,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0083,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0084,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0085,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0086,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0087,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0088,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0089,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0090,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0091,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0092,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0093,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0094,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0095,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0096,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0097,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0098,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0099,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0100,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0101,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0102,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0103,false
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0104,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0105,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0106,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0107,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0108,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0109,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0110,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0111,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0112,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0113,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0114,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0115,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0116,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0117,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0118,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0119,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0120,false
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0121,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0122,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0123,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0124,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0125,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0126,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0127,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0128,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0129,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0130,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0131,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0132,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0133,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0134,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0135,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0136,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0137,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0138,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0139,true
openai-codex/gpt-5.6-terra,eval-reasoning-v2,reason2-0140,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0001,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0002,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0003,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0004,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0005,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0006,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0007,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0008,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0009,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0010,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0011,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0012,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0013,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0014,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0015,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0016,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0017,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0018,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0019,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0020,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0021,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0022,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0023,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0024,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0025,false
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0026,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0027,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0028,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0029,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0030,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0031,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0032,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0033,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0034,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0035,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0036,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0037,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0038,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0039,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0040,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0041,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0042,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0043,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0044,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0045,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0046,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0047,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0048,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0049,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0050,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0051,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0052,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0053,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0054,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0055,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0056,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0057,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0058,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0059,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0060,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0061,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0062,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0063,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0064,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0065,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0066,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0067,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0068,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0069,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0070,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0071,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0072,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0073,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0074,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0075,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0076,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0077,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0078,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0079,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0080,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0081,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0082,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0083,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0084,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0085,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0086,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0087,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0088,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0089,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0090,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0091,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0092,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0093,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0094,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0095,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0096,false
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0097,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0098,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0099,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0100,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0101,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0102,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0103,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0104,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0105,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0106,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0107,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0108,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0109,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0110,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0111,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0112,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0113,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0114,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0115,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0116,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0117,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0118,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0119,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0120,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0121,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0122,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0123,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0124,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0125,true
openai-codex/gpt-5.6-luna,eval-math-v2,math2-0126,true
